site_clean,AGB,b1_wfp_dry_p50,b1_ccw_dry_p50,b1_hsd_p50,b1_hmc_p50,b1_hcv_p50,b1_h99_p50,b1_h25_p50,b1_dp1fm_p50,b1_dp1fm_dry_p50,b2_dp1fm_p50,b2_dp1fm_dry_p50,b3_dp1fm_p50,b3_dp1fm_dry_p50,b1_dbifm_p50,b2_dbifm_p50,b3_dbifm_p50,b4_dbifm_p50,b5_dbifm_p50,b6_dbifm_p50,dbifmdry_GNDVI_p50,dbifman_GNDVI_p50,dbifmdry_MSR_p50,dbifman_MSR_p50,dbifmdry_NBR_p50,dbifman_NBR_p50,dbifmdry_NDVI_p50,dbifman_NDVI_p50,dbifmdry_CVI_p50,dbifman_CVI_p50,dbifmdry_GDVI_p50,dbifman_GDVI_p50,dbifmdry_GSAVI_p50,dbifman_GSAVI_p50,dbifmdry_NDGI_p50,dbifman_NDGI_p50,dbifmdry_RI_p50,dbifman_RI_p50,dbifmdry_NDII_p50,dbifman_NDII_p50,dbifmdry_MSAVI_p50,dbifman_MSAVI_p50,dbifmdry_SAVI_p50,dbifman_SAVI_p50,dbifmdry_DVI_p50,dbifman_DVI_p50,dbifmdry_r42_p50,dbifman_r42_p50,dbifmdry_r32_p50,dbifman_r32_p50,dbifmdry_r43_p50,dbifman_r43_p50,dbifmdry_r52_p50,dbifman_r52_p50,dbifmdry_r53_p50,dbifman_r53_p50,dbifmdry_r54_p50,dbifman_r54_p50,dbifmdry_r62_p50,dbifman_r62_p50,dbifmdry_r63_p50,dbifman_r63_p50,dbifmdry_r64_p50,dbifman_r64_p50,dbifmdry_r65_p50,dbifman_r65_p50,mean_agap_p50,mean_dgap_p50,mean_drio_p50,mean_dpos_p50,dr_dsum_p50,dr_dsii_p50,dr_wsum_p50,dr_wsii_p50,tx_dsum_p50,tx_dsii_p50,tx_wsum_p50,tx_wsii_p50,rx_wsum_p50,rx_wsii_p50,rx_dsii_p50,ma_asum_p50,ma_dsii_p50,b1_wfp_dry_p99,b1_ccw_dry_p99,b1_hsd_p99,b1_hmc_p99,b1_hcv_p99,b1_h99_p99,b1_h25_p99,b1_dp1fm_p99,b1_dp1fm_dry_p99,b2_dp1fm_p99,b2_dp1fm_dry_p99,b3_dp1fm_p99,b3_dp1fm_dry_p99,b1_dbifm_p99,b2_dbifm_p99,b3_dbifm_p99,b4_dbifm_p99,b5_dbifm_p99,b6_dbifm_p99,dbifmdry_GNDVI_p99,dbifman_GNDVI_p99,dbifmdry_MSR_p99,dbifman_MSR_p99,dbifmdry_NBR_p99,dbifman_NBR_p99,dbifmdry_NDVI_p99,dbifman_NDVI_p99,dbifmdry_CVI_p99,dbifman_CVI_p99,dbifmdry_GDVI_p99,dbifman_GDVI_p99,dbifmdry_GSAVI_p99,dbifman_GSAVI_p99,dbifmdry_NDGI_p99,dbifman_NDGI_p99,dbifmdry_RI_p99,dbifman_RI_p99,dbifmdry_NDII_p99,dbifman_NDII_p99,dbifmdry_MSAVI_p99,dbifman_MSAVI_p99,dbifmdry_SAVI_p99,dbifman_SAVI_p99,dbifmdry_DVI_p99,dbifman_DVI_p99,dbifmdry_r42_p99,dbifman_r42_p99,dbifmdry_r32_p99,dbifman_r32_p99,dbifmdry_r43_p99,dbifman_r43_p99,dbifmdry_r52_p99,dbifman_r52_p99,dbifmdry_r53_p99,dbifman_r53_p99,dbifmdry_r54_p99,dbifman_r54_p99,dbifmdry_r62_p99,dbifman_r62_p99,dbifmdry_r63_p99,dbifman_r63_p99,dbifmdry_r64_p99,dbifman_r64_p99,dbifmdry_r65_p99,dbifman_r65_p99,mean_agap_p99,mean_dgap_p99,mean_drio_p99,mean_dpos_p99,dr_dsum_p99,dr_dsii_p99,dr_wsum_p99,dr_wsii_p99,tx_dsum_p99,tx_dsii_p99,tx_wsum_p99,tx_wsii_p99,rx_wsum_p99,rx_wsii_p99,rx_dsii_p99,ma_asum_p99,ma_dsii_p99,site_name,lon_gda94,lat_gda94,date,bio_agb_kg1ha,c_agb_kg1ha,bio_agb_30,geometry
EP01.2012,78122.44897959182,85.0,97.0,102.77040100097656,107.5384750366211,137.1875,113.58346939086914,105.6430435180664,1.5,2.0,88.0,81.0,9.0,14.5,218.5,361.0,252.5,2474.0,1311.5,441.5,7035081,7508772,17713304,21591138,6111309,6898070,7695925,8178506,42981955,49494148,1865000,2140000,3656385,4089172,1441048,1735537,-1441048,-1735537,2551417,3159283,3597595,4137170,3900953,4347966,1964000,2245000,57415802,70161668,7472993,7043112,76831066,99617432,34066935,36490159,45586735,51809714,5933373,5200868,13869943,12902999,18560091,18320027,2415701,1839038,4071380,3536022,24.0,24.0,0.0,0.0,50.99999999999909,1.2,4524.49999999998,1.2182751053786585,4833.799999999998,0.0315776407795109,7106.999999999999,0.0313413334941406,12284.6,0.0879754210265581,0.1039734123540873,1798.1,0.43074114640379707,87.0,97.0,103.6059088897705,109.15123168945313,144.8245864868164,116.57834503173828,106.645234375,2.0,4.0,89.0,84.89,12.0,20.89,227.78,375.56,264.78,2648.94,1382.28,537.27,7035081,7508772,17713304,21591138,6111309,6898070,7695925,8178506,42981955,49494148,1865000,2140000,3656385,4089172,1441048,1735537,-1441048,-1735537,2551417,3159283,3597595,4137170,3900953,4347966,1964000,2245000,57415802,70161668,7472993,7043112,76831066,99617432,34066935,36490159,45586735,51809714,5933373,5200868,13869943,12902999,18560091,18320027,2415701,1839038,4071380,3536022,24.0,24.0,0.0,0.0,50.99999999999909,1.2,4524.49999999998,1.2182751053786585,4833.799999999998,0.0315776407795109,7106.999999999999,0.0313413334941406,12284.6,0.0879754210265581,0.1039734123540873,1798.1,0.43074114640379707,ep01,130.82164929122726,-12.411102721524573,20120713,78122.44897959182,38280.0,7031.020408163264,POINT (130.8216492912273 -12.41110272152457)
GIRRA01.2012,74946.93877551019,44.0,67.0,103.13680267333984,106.1687469482422,147.59584045410156,110.67369079589844,104.08995819091795,2.0,1.0,53.0,49.0,42.0,49.0,231.0,448.0,576.0,2275.0,1945.0,937.0,6588751,6692336,9062004,9843680,3763636,4171856,5683702,5949544,65082375,64676575,1804000,1825000,3497028,3542772,-1446886,-1234208,1446886,1234208,530953,825208,2804744,2919376,3126900,3242934,1646000,1698000,48611177,50381116,13388823,12805508,36307282,39343318,43717004,42687485,32651865,33335253,8993200,8472914,22030916,20730268,16454707,16188556,4532068,4114690,5039439,4856287,8.0,8.0,0.125,0.1103121116757392,64.99999999999909,1.1846153846153844,4697.099999999978,1.1580275975754089,4981.5999999999985,0.0412156736791392,7313.400000000005,0.0377428516734448,11633.799999999996,0.0913864282153234,0.0946983354628673,1774.299999999998,0.3978727306070054,60.44,81.60000000000002,105.90352264404301,109.70574157714844,161.6760968017578,119.32907623291015,104.91179473876952,3.0,1.92,56.0,50.92,47.0,51.92,248.2,491.35999999999984,614.9599999999998,2368.76,1998.96,993.36,6588751,6692336,9062004,9843680,3763636,4171856,5683702,5949544,65082375,64676575,1804000,1825000,3497028,3542772,-1446886,-1234208,1446886,1234208,530953,825208,2804744,2919376,3126900,3242934,1646000,1698000,48611177,50381116,13388823,12805508,36307282,39343318,43717004,42687485,32651865,33335253,8993200,8472914,22030916,20730268,16454707,16188556,4532068,4114690,5039439,4856287,8.0,8.0,0.125,0.1103121116757392,64.99999999999909,1.1846153846153844,4697.099999999978,1.1580275975754089,4981.5999999999985,0.0412156736791392,7313.400000000005,0.0377428516734448,11633.799999999996,0.0913864282153234,0.0946983354628673,1774.299999999998,0.3978727306070054,girra01,131.07802192217,-12.514122936055012,20120605,74946.93877551019,36723.99999999999,6745.224489795917,POINT (131.07802192217 -12.51412293605501)
GULF10.2013,31147.81341107872,7.0,13.0,102.71324157714844,104.7607421875,161.83706665039062,110.5452117919922,102.88034057617188,13.0,22.0,31.0,24.0,52.0,54.0,441.0,737.0,930.0,2157.0,2417.0,1447.0,4425626,4918882,3764389,5090175,1005618,1876889,3090545,3897106,35347867,37858670,1202000,1425000,2336703,2706724,-1546622,-1264095,1546622,1264095,-854342,-494832,1488380,1961008,1735894,2241677,925000,1212000,25859845,29361413,13651957,12903080,18942225,22755353,30678786,32418478,22472079,25124605,11863484,11041185,21124469,20089070,15473582,15569206,8168830,6841997,6885692,6196796,2.563541665673256,2.563541665673256,0.421875,0.2752752341330051,19.99999999999818,1.5200000000000655,901.1999999999817,0.8923023270559987,4938.0999999999985,0.0515339908061804,7491.300000000004,0.0526324822508395,10110.899999999998,0.1572645080344692,0.1201163221890432,1352.5999999999992,0.3648173207036535,11.0,20.0,103.69813293457031,105.44422454833985,167.59522705078126,112.69925201416015,103.381142578125,22.6,25.76,38.92,36.52,60.92,58.76,525.9200000000002,817.84,1076.56,2313.6,2485.2000000000007,1605.8000000000006,4425626,4918882,3764389,5090175,1005618,1876889,3090545,3897106,35347867,37858670,1202000,1425000,2336703,2706724,-1546622,-1264095,1546622,1264095,-854342,-494832,1488380,1961008,1735894,2241677,925000,1212000,25859845,29361413,13651957,12903080,18942225,22755353,30678786,32418478,22472079,25124605,11863484,11041185,21124469,20089070,15473582,15569206,8168830,6841997,6885692,6196796,2.563541665673256,2.563541665673256,0.421875,0.2752752341330051,19.99999999999818,1.5200000000000655,901.1999999999817,0.8923023270559987,4938.0999999999985,0.0515339908061804,7491.300000000004,0.0526324822508395,10110.899999999998,0.1572645080344692,0.1201163221890432,1352.5999999999992,0.3648173207036535,gulf10,136.27935030046595,-16.02554408027193,20130716,31147.81341107872,15262.428571428572,2803.303206997085,POINT (136.2793503004659 -16.02554408027193)
GULF11.2013,44828.49854227407,46.0,68.0,103.19323348999023,105.9239273071289,155.64907836914062,112.39343643188477,103.33686065673828,8.0,9.0,44.0,45.0,47.5,45.5,346.5,588.0,775.5,2030.5,2257.5,1450.5,5586156,5514231,6544651,6198385,2062212,1696710,4648478,4481049,45554232,45587249,1501000,1453000,2928971,2854617,-1266568,-1372263,1266568,1372263,-301065,-484171,2221133,2112678,2536582,2425540,1329000,1265000,35321062,34545839,12911339,13172793,27356622,26225144,37503161,38060837,29046686,28893521,10617790,11017488,23242939,24534573,18001959,18625187,6580476,7102034,6197595,6446146,2.0212120532989504,2.5555555820465092,0.4166666567325592,0.2746835947036743,17.099999999997635,1.447953216374333,699.1999999999817,1.2034570120954815,4782.800000000003,0.0522789997491009,7375.500000000003,0.0463891067917912,10600.4,0.1309627129973531,0.1030383646037524,1407.8,0.3624074987666501,48.78,70.89,103.6552838897705,106.44648536682129,160.17036361694338,113.11961982727051,104.05896484375,9.89,11.78,46.0,46.89,51.0,50.89,383.57,640.6700000000002,856.15,2101.25,2363.94,1568.4,5586156,5514231,6544651,6198385,2062212,1696710,4648478,4481049,45554232,45587249,1501000,1453000,2928971,2854617,-1266568,-1372263,1266568,1372263,-301065,-484171,2221133,2112678,2536582,2425540,1329000,1265000,35321062,34545839,12911339,13172793,27356622,26225144,37503161,38060837,29046686,28893521,10617790,11017488,23242939,24534573,18001959,18625187,6580476,7102034,6197595,6446146,2.0212120532989504,2.5555555820465092,0.4166666567325592,0.2746835947036743,17.099999999997635,1.447953216374333,699.1999999999817,1.2034570120954815,4782.800000000003,0.0522789997491009,7375.500000000003,0.0463891067917912,10600.4,0.1309627129973531,0.1030383646037524,1407.8,0.3624074987666501,gulf11,136.5989968774067,-16.08907702212583,20130716,44828.49854227407,21965.964285714286,4034.5648688046663,POINT (136.5989968774067 -16.08907702212583)
GULF12.2013,0.0,33.5,53.5,102.64727020263672,104.49526596069336,158.49120330810547,110.05181121826172,102.445556640625,4.0,4.0,37.0,36.5,57.5,58.0,325.5,543.0,707.5,1853.5,2295.0,1444.5,5487907,5453034,6138426,6124515,1326624,1263254,4451362,4444444,45238365,44423296,1316000,1312000,2668289,2657305,-1371611,-1331220,1371611,1331220,-1033317,-1088207,1943910,1943120,2266843,2265646,1144000,1144000,34289231,33930038,13175385,13061597,26025222,25976945,42193846,42226616,32024755,32328831,12305276,12445201,26264615,26328517,19934610,20157196,7659727,7759649,6224750,6235053,3.3333332538604736,3.3333332538604736,0.2916666567325592,0.2178801000118256,19.199999999997548,1.4645833333334393,674.0999999999813,1.1520545913069544,4811.999999999999,0.0524106400665003,7396.600000000001,0.0481379475511914,10465.200000000004,0.1383797183590785,0.1077768141081236,1389.0999999999995,0.3660618451316125,43.23,66.01,102.97338691711424,104.73563652038574,167.72140945434572,111.20922821044924,102.74833831787107,5.8900000000000015,5.8900000000000015,43.45,43.45,63.56,63.56,392.25,600.23,798.58,1932.59,2521.6800000000007,1617.16,5487907,5453034,6138426,6124515,1326624,1263254,4451362,4444444,45238365,44423296,1316000,1312000,2668289,2657305,-1371611,-1331220,1371611,1331220,-1033317,-1088207,1943910,1943120,2266843,2265646,1144000,1144000,34289231,33930038,13175385,13061597,26025222,25976945,42193846,42226616,32024755,32328831,12305276,12445201,26264615,26328517,19934610,20157196,7659727,7759649,6224750,6235053,3.3333332538604736,3.3333332538604736,0.2916666567325592,0.2178801000118256,19.199999999997548,1.4645833333334393,674.0999999999813,1.1520545913069544,4811.999999999999,0.0524106400665003,7396.600000000001,0.0481379475511914,10465.200000000004,0.1383797183590785,0.1077768141081236,1389.0999999999995,0.3660618451316125,gulf12,136.55609939976617,-16.12624416006253,20130716,0.0,0.0,0.0,POINT (136.5560993997662 -16.12624416006253)
HSF02.2012,110938.3381924198,61.0,82.0,102.54548645019531,105.91522216796876,144.88101196289062,111.02027893066406,106.98690795898438,3.0,4.0,55.0,56.0,39.0,39.0,168.0,356.0,393.0,1839.0,1339.0,632.0,6258857,6756264,10716589,11855488,4615711,4884662,6220547,6537770,44008328,55865342,1325000,1483000,2792609,3091730,-62735,-391363,62735,391363,1465690,1576959,2388352,2632823,2780118,3019103,1320000,1454000,43391207,51650546,10109213,10814353,42922438,47761108,32304677,37572543,31955679,34743220,7444982,7274375,15992719,17747270,15819945,16410848,3685705,3436028,4950589,4723468,24.0,24.0,0.0,0.0,122.39999999999918,1.1999999999999995,4742.099999999981,1.127583620276735,4966.200000000002,0.0390318553421127,7285.999999999997,0.0366103290067056,11768.600000000002,0.0911092714025942,0.0939027962028152,1782.1999999999994,0.4025664527956004,65.84,85.92,104.12778442382813,109.85460266113282,149.94624572753906,116.0761358642578,107.72612152099607,5.92,8.84,61.84,59.92,40.92,44.76000000000001,179.83999999999997,377.20000000000016,435.56,1893.6,1434.24,702.44,6258857,6756264,10716589,11855488,4615711,4884662,6220547,6537770,44008328,55865342,1325000,1483000,2792609,3091730,-62735,-391363,62735,391363,1465690,1576959,2388352,2632823,2780118,3019103,1320000,1454000,43391207,51650546,10109213,10814353,42922438,47761108,32304677,37572543,31955679,34743220,7444982,7274375,15992719,17747270,15819945,16410848,3685705,3436028,4950589,4723468,24.0,24.0,0.0,0.0,122.39999999999918,1.1999999999999995,4742.099999999981,1.127583620276735,4966.200000000002,0.0390318553421127,7285.999999999997,0.0366103290067056,11768.600000000002,0.0911092714025942,0.0939027962028152,1782.1999999999994,0.4025664527956004,hsf02,131.04619400045854,-12.473082239958165,20120710,110938.3381924198,54359.7857142857,9984.450437317782,POINT (131.0461940004585 -12.47308223995817)
JDR01.2012,89417.49271137023,50.0,73.0,104.65478134155272,110.80677795410156,145.03878784179688,118.28526306152344,107.35950469970705,4.0,2.0,55.0,48.0,39.0,48.0,286.5,497.5,598.5,2375.0,1864.0,945.0,6466689,6600763,8284428,9987475,4037864,4355129,5395104,5995989,64965979,59700416,1951000,1903000,3650368,3621083,-1645768,-1000918,1645768,1000918,942731,1221571,2880712,3059820,3174304,3367117,1741000,1794000,46560450,48820530,13944080,12217879,33390837,39958270,38547329,38195105,27644225,31261650,8278986,7823574,19789128,19208022,14191778,15721241,4250201,3934415,5133722,5028922,3.9583333134651184,1.875,0.1458333320915699,0.1250224355608225,17.699999999998916,1.1999999999999995,4467.799999999979,1.2744271709310488,4929.8,0.0720434906081383,7557.200000000003,0.0466310273646324,10240.999999999998,0.1173322917683819,0.1112731152204836,1568.2999999999995,0.3229455709711846,60.56,81.67,105.26171783447266,113.57030715942385,152.93200485229494,119.97547546386718,111.18350753784179,6.780000000000001,3.890000000000001,62.45,55.67,45.56,51.89,328.57000000000005,527.2299999999998,697.73,2580.6600000000008,2103.95,1110.36,6466689,6600763,8284428,9987475,4037864,4355129,5395104,5995989,64965979,59700416,1951000,1903000,3650368,3621083,-1645768,-1000918,1645768,1000918,942731,1221571,2880712,3059820,3174304,3367117,1741000,1794000,46560450,48820530,13944080,12217879,33390837,39958270,38547329,38195105,27644225,31261650,8278986,7823574,19789128,19208022,14191778,15721241,4250201,3934415,5133722,5028922,3.9583333134651184,1.875,0.1458333320915699,0.1250224355608225,17.699999999998916,1.1999999999999995,4467.799999999979,1.2744271709310488,4929.8,0.0720434906081383,7557.200000000003,0.0466310273646324,10240.999999999998,0.1173322917683819,0.1112731152204836,1568.2999999999995,0.3229455709711846,jdr01,131.59969977590038,-13.883786247503071,20120522,89417.49271137023,43814.57142857142,8047.57434402332,POINT (131.5996997759004 -13.88378624750307)
JDR03.2012,46565.597667638474,33.0,53.0,103.67050170898438,106.78579711914062,157.15367126464844,113.84402465820312,103.2906494140625,2.0,1.0,40.0,35.0,57.0,63.0,482.0,769.0,1075.0,2645.0,2576.0,1420.0,5598278,5516432,5578144,5719504,2909048,3005411,4163627,4238018,51745996,48468381,1951000,1880000,3449028,3353949,-1870694,-1668484,1870694,1668484,100334,147764,2463714,2452590,2712152,2709433,1598000,1574000,35408887,34606660,14596903,14009016,24257809,24703135,34708351,33606224,23777888,23988997,9802158,9710912,19451440,18614221,13325731,13287316,5493378,5378797,5604254,5538921,2.0909090042114262,2.5555555820465092,0.4166666567325592,0.2746835947036743,17.39999999999918,1.2,4447.199999999978,1.2754028216791369,4953.200000000002,0.0721634498909795,7580.799999999997,0.0460675088946511,10245.499999999996,0.1170130440541842,0.1128612201212986,1572.3,0.3282515991471215,39.76,61.67999999999999,104.1247430419922,107.21960235595705,170.18072692871098,114.92322082519532,104.33249114990237,2.92,2.0,45.84,36.92,59.84,67.92,504.92,789.88,1131.48,2768.56,2660.36,1480.12,5598278,5516432,5578144,5719504,2909048,3005411,4163627,4238018,51745996,48468381,1951000,1880000,3449028,3353949,-1870694,-1668484,1870694,1668484,100334,147764,2463714,2452590,2712152,2709433,1598000,1574000,35408887,34606660,14596903,14009016,24257809,24703135,34708351,33606224,23777888,23988997,9802158,9710912,19451440,18614221,13325731,13287316,5493378,5378797,5604254,5538921,2.0909090042114262,2.5555555820465092,0.4166666567325592,0.2746835947036743,17.39999999999918,1.2,4447.199999999978,1.2754028216791369,4953.200000000002,0.0721634498909795,7580.799999999997,0.0460675088946511,10245.499999999996,0.1170130440541842,0.1128612201212986,1572.3,0.3282515991471215,jdr03,131.56790937486412,-13.846884382727325,20120523,46565.597667638474,22817.14285714285,4190.903790087463,POINT (131.5679093748641 -13.84688438272732)
JDR04.2012,15586.005830903789,7.0,13.0,101.0590362548828,102.1611557006836,144.5377960205078,104.87961196899414,101.43456268310548,0.0,1.0,27.0,15.0,71.0,83.0,385.5,572.0,682.5,1981.0,2972.0,1817.0,5216853,5492737,4243014,6983824,-18965,354238,3396364,4851336,49890556,40959949,1263000,1399000,2552890,2780575,-2212508,-874404,2212508,874404,-2534954,-2018608,1537948,2193593,1807742,2525140,934000,1289000,31800921,34346628,15684695,11907179,20275128,28845311,53388953,51709935,34038885,43427527,16788493,15055316,31920311,31997099,20351247,26872107,10037543,9315936,5978823,6187805,1.3333333730697632,2.0,0.125,0.1103121116757392,17.799999999999272,1.2,4383.89999999998,1.2940662749736922,4946.800000000003,0.0719980593514999,7600.900000000002,0.0463441359387892,10136.3,0.118885307543891,0.1111653336948171,1544.299999999999,0.3235472321674471,13.0,23.0,101.47014045715332,102.61088150024412,150.27460556030275,106.11316543579099,101.98218551635745,1.0,1.8900000000000008,33.89,21.0,75.89,87.67,409.67,626.81,725.1400000000001,2001.67,3133.6400000000012,2050.81,5216853,5492737,4243014,6983824,-18965,354238,3396364,4851336,49890556,40959949,1263000,1399000,2552890,2780575,-2212508,-874404,2212508,874404,-2534954,-2018608,1537948,2193593,1807742,2525140,934000,1289000,31800921,34346628,15684695,11907179,20275128,28845311,53388953,51709935,34038885,43427527,16788493,15055316,31920311,31997099,20351247,26872107,10037543,9315936,5978823,6187805,1.3333333730697632,2.0,0.125,0.1103121116757392,17.799999999999272,1.2,4383.89999999998,1.2940662749736922,4946.800000000003,0.0719980593514999,7600.900000000002,0.0463441359387892,10136.3,0.118885307543891,0.1111653336948171,1544.299999999999,0.3235472321674471,jdr04,131.59772903406258,-13.974668971715625,20120523,15586.005830903789,7637.142857142857,1402.7405247813408,POINT (131.5977290340626 -13.97466897171562)
JNK101.2024,53980.90379008748,46.0,68.0,104.8175277709961,110.20305633544922,147.8744354248047,117.76918029785156,106.91703033447266,9.0,5.0,48.0,47.5,43.0,45.0,250.0,450.0,581.0,2100.0,1743.0,800.0,6225779,6462319,8207071,8998918,3553835,4487973,5364978,5661218,55754046,59991131,1478000,1655000,3006509,3283296,-1292517,-1263259,1292517,1263259,524590,996348,2335850,2630985,2687492,2971919,1345000,1524000,42929668,46491916,12956909,12888290,33132645,36072990,38660228,38067124,29837538,29536210,9005480,8187902,20416048,17699657,15756881,13733131,4755697,3807040,5280892,4649591,1.2341208457946775,1.2834150195121763,0.7916666716337204,0.3579998984932899,69.89999999999782,1.0,1800.3999999999755,0.6642968229282437,5195.5999999999985,0.0291255740055414,7325.899999999998,0.0472374920292583,12250.8,0.1497604821142876,0.0782627058989159,1645.3000000000006,0.2914594594594594,49.92,72.84,105.30517028808592,110.92519348144528,157.86418701171874,118.81718383789062,107.67950225830076,13.0,12.819999999999995,52.0,48.97,47.76,47.94,391.4,533.88,673.2,2190.6800000000007,1866.16,934.24,6225779,6462319,8207071,8998918,3553835,4487973,5364978,5661218,55754046,59991131,1478000,1655000,3006509,3283296,-1292517,-1263259,1292517,1263259,524590,996348,2335850,2630985,2687492,2971919,1345000,1524000,42929668,46491916,12956909,12888290,33132645,36072990,38660228,38067124,29837538,29536210,9005480,8187902,20416048,17699657,15756881,13733131,4755697,3807040,5280892,4649591,1.2341208457946775,1.2834150195121763,0.7916666716337204,0.3579998984932899,69.89999999999782,1.0,1800.3999999999755,0.6642968229282437,5195.5999999999985,0.0291255740055414,7325.899999999998,0.0472374920292583,12250.8,0.1497604821142876,0.0782627058989159,1645.3000000000006,0.2914594594594594,jnk101,130.9846922815218,-12.589930051704242,20240526,53980.90379008748,26450.642857142866,4858.281341107873,POINT (130.9846922815218 -12.58993005170424)
JNK102.2024,58652.38617019192,39.0,60.0,104.69347381591795,108.07609176635742,160.31549835205078,116.09682846069336,104.32305145263672,20.0,2.0,49.5,46.0,29.0,50.5,299.5,496.0,566.5,2113.0,1746.0,924.5,6341003,6197455,8691036,9143985,4212598,3806706,5549174,5712682,57090870,49508535,1681000,1607000,3295648,3174635,-1221719,-750469,1221719,750469,892633,906258,2645872,2642422,2978423,2985143,1546000,1527000,44654146,42545577,12796610,11620527,34895293,36612435,37338525,35469278,29178450,30522952,8361715,8336772,18190563,19081702,14215142,16420686,4073656,4485002,4871795,5379783,1.0753246545791626,1.1280952215194702,0.8916666746139527,0.3654640913009644,69.89999999999782,1.0,1800.3999999999755,0.6642968229282437,5195.5999999999985,0.0291255740055414,7325.899999999998,0.0472374920292583,12250.8,0.1497604821142876,0.0782627058989159,1645.3000000000006,0.2914594594594594,45.56,67.45,104.98296821594238,109.88448684692385,167.15926498413089,117.99400054931641,106.31646720886229,21.9,3.890000000000001,50.95,50.78,30.95000000000001,54.0,380.55,563.8499999999998,621.7,2157.8,1843.9,1085.75,6341003,6197455,8691036,9143985,4212598,3806706,5549174,5712682,57090870,49508535,1681000,1607000,3295648,3174635,-1221719,-750469,1221719,750469,892633,906258,2645872,2642422,2978423,2985143,1546000,1527000,44654146,42545577,12796610,11620527,34895293,36612435,37338525,35469278,29178450,30522952,8361715,8336772,18190563,19081702,14215142,16420686,4073656,4485002,4871795,5379783,1.0753246545791626,1.1280952215194702,0.8916666746139527,0.3654640913009644,69.89999999999782,1.0,1800.3999999999755,0.6642968229282437,5195.5999999999985,0.0291255740055414,7325.899999999998,0.0472374920292583,12250.8,0.1497604821142876,0.0782627058989159,1645.3000000000006,0.2914594594594594,jnk102,130.99120299812228,-12.595088024259562,20240526,58652.38617019192,28739.66922339405,5278.714755317273,POINT (130.9912029981223 -12.59508802425956)
LEGU01.2012,9236.151603498543,2.0,5.0,102.45321655273438,103.98484802246094,162.40133666992188,109.70904541015624,101.98905181884766,5.0,4.0,8.0,9.0,86.0,86.0,436.0,770.0,1214.0,2339.0,2976.0,1842.0,4783980,5001625,3458965,3885797,989217,995712,2886201,3169757,44348697,46717251,1517000,1539000,2784849,2858116,-2201792,-2177009,2201792,2177009,-1297568,-1277400,1605156,1723480,1823339,1959436,1050000,1111000,28325725,30007220,15637755,15568231,18113677,19274650,36776316,38791336,23517644,24916984,12983363,12927334,23231740,24568953,14856186,15781467,8201640,8187680,6317038,6333619,1.8181818723678589,2.0,0.4583333432674408,0.2898209691047668,0.0,1.0,3987.299999999977,1.4125777916312945,4924.9000000000015,0.0661698714694713,7775.999999999997,0.0433935920047031,9216.699999999997,0.1342159961188464,0.0877496592188704,1238.5000000000002,0.6705546026300743,3.93,6.92,102.89684326171871,104.65681030273441,169.6973846435547,110.63552185058596,102.52695831298828,7.84,5.92,9.92,10.92,87.92,89.84,462.40000000000015,815.2,1240.84,2366.84,3129.8,2083.4,4783980,5001625,3458965,3885797,989217,995712,2886201,3169757,44348697,46717251,1517000,1539000,2784849,2858116,-2201792,-2177009,2201792,2177009,-1297568,-1277400,1605156,1723480,1823339,1959436,1050000,1111000,28325725,30007220,15637755,15568231,18113677,19274650,36776316,38791336,23517644,24916984,12983363,12927334,23231740,24568953,14856186,15781467,8201640,8187680,6317038,6333619,1.8181818723678589,2.0,0.4583333432674408,0.2898209691047668,0.0,1.0,3987.299999999977,1.4125777916312945,4924.9000000000015,0.0661698714694713,7775.999999999997,0.0433935920047031,9216.699999999997,0.1342159961188464,0.0877496592188704,1238.5000000000002,0.6705546026300743,legu01,129.25526910041296,-15.382661895916247,20121005,9236.151603498543,4525.714285714286,831.2536443148689,POINT (129.255269100413 -15.38266189591625)
