site_clean,AGB,b1_wfp_dry_p50,b1_ccw_dry_p50,b1_hsd_p50,b1_hmc_p50,b1_hcv_p50,b1_h99_p50,b1_h25_p50,b1_dp1fm_p50,b1_dp1fm_dry_p50,b2_dp1fm_p50,b2_dp1fm_dry_p50,b3_dp1fm_p50,b3_dp1fm_dry_p50,b1_dbifm_p50,b2_dbifm_p50,b3_dbifm_p50,b4_dbifm_p50,b5_dbifm_p50,b6_dbifm_p50,dbifmdry_GNDVI_p50,dbifman_GNDVI_p50,dbifmdry_MSR_p50,dbifman_MSR_p50,dbifmdry_NBR_p50,dbifman_NBR_p50,dbifmdry_NDVI_p50,dbifman_NDVI_p50,dbifmdry_CVI_p50,dbifman_CVI_p50,dbifmdry_GDVI_p50,dbifman_GDVI_p50,dbifmdry_GSAVI_p50,dbifman_GSAVI_p50,dbifmdry_NDGI_p50,dbifman_NDGI_p50,dbifmdry_RI_p50,dbifman_RI_p50,dbifmdry_NDII_p50,dbifman_NDII_p50,dbifmdry_MSAVI_p50,dbifman_MSAVI_p50,dbifmdry_SAVI_p50,dbifman_SAVI_p50,dbifmdry_DVI_p50,dbifman_DVI_p50,dbifmdry_r42_p50,dbifman_r42_p50,dbifmdry_r32_p50,dbifman_r32_p50,dbifmdry_r43_p50,dbifman_r43_p50,dbifmdry_r52_p50,dbifman_r52_p50,dbifmdry_r53_p50,dbifman_r53_p50,dbifmdry_r54_p50,dbifman_r54_p50,dbifmdry_r62_p50,dbifman_r62_p50,dbifmdry_r63_p50,dbifman_r63_p50,dbifmdry_r64_p50,dbifman_r64_p50,dbifmdry_r65_p50,dbifman_r65_p50,mean_agap_p50,mean_dgap_p50,mean_drio_p50,mean_dpos_p50,dr_dsum_p50,dr_dsii_p50,dr_wsum_p50,dr_wsii_p50,tx_dsum_p50,tx_dsii_p50,tx_wsum_p50,tx_wsii_p50,rx_wsum_p50,rx_wsii_p50,rx_dsii_p50,ma_asum_p50,ma_dsii_p50,b1_wfp_dry_p99,b1_ccw_dry_p99,b1_hsd_p99,b1_hmc_p99,b1_hcv_p99,b1_h99_p99,b1_h25_p99,b1_dp1fm_p99,b1_dp1fm_dry_p99,b2_dp1fm_p99,b2_dp1fm_dry_p99,b3_dp1fm_p99,b3_dp1fm_dry_p99,b1_dbifm_p99,b2_dbifm_p99,b3_dbifm_p99,b4_dbifm_p99,b5_dbifm_p99,b6_dbifm_p99,dbifmdry_GNDVI_p99,dbifman_GNDVI_p99,dbifmdry_MSR_p99,dbifman_MSR_p99,dbifmdry_NBR_p99,dbifman_NBR_p99,dbifmdry_NDVI_p99,dbifman_NDVI_p99,dbifmdry_CVI_p99,dbifman_CVI_p99,dbifmdry_GDVI_p99,dbifman_GDVI_p99,dbifmdry_GSAVI_p99,dbifman_GSAVI_p99,dbifmdry_NDGI_p99,dbifman_NDGI_p99,dbifmdry_RI_p99,dbifman_RI_p99,dbifmdry_NDII_p99,dbifman_NDII_p99,dbifmdry_MSAVI_p99,dbifman_MSAVI_p99,dbifmdry_SAVI_p99,dbifman_SAVI_p99,dbifmdry_DVI_p99,dbifman_DVI_p99,dbifmdry_r42_p99,dbifman_r42_p99,dbifmdry_r32_p99,dbifman_r32_p99,dbifmdry_r43_p99,dbifman_r43_p99,dbifmdry_r52_p99,dbifman_r52_p99,dbifmdry_r53_p99,dbifman_r53_p99,dbifmdry_r54_p99,dbifman_r54_p99,dbifmdry_r62_p99,dbifman_r62_p99,dbifmdry_r63_p99,dbifman_r63_p99,dbifmdry_r64_p99,dbifman_r64_p99,dbifmdry_r65_p99,dbifman_r65_p99,mean_agap_p99,mean_dgap_p99,mean_drio_p99,mean_dpos_p99,dr_dsum_p99,dr_dsii_p99,dr_wsum_p99,dr_wsii_p99,tx_dsum_p99,tx_dsii_p99,tx_wsum_p99,tx_wsii_p99,rx_wsum_p99,rx_wsii_p99,rx_dsii_p99,ma_asum_p99,ma_dsii_p99,site_name,lon_gda94,lat_gda94,date,bio_agb_kg1ha,c_agb_kg1ha,bio_agb_30,geometry
NTAGFU0035.2012,35042.85714285717,4.0,8.0,101.1913833618164,102.17129516601562,142.06082153320312,104.44734191894531,101.21135711669922,5.0,6.0,12.0,12.0,79.0,80.0,383.0,655.0,1048.0,2021.0,3204.0,2145.0,4982578,5070049,3686435,3988336,-611354,-344493,3039084,3235783,47602666,47754253,1287000,1339000,2545826,2628583,-2290303,-2194245,2290303,2194245,-2454670,-2288316,1452827,1567814,1698042,1822780,902000,973000,29845758,30547408,15934876,15612210,18729834,19566357,49266495,48669850,30917402,31174222,16507034,15932563,33739503,32725102,21173371,20961223,11304622,10712890,6848367,6723896,10.0,10.0,0.114583333954215,0.0997911300510168,95.99999999999909,1.2,3936.299999999987,1.4474361347313152,4821.700000000004,0.0675778252483563,7716.900000000002,0.059698287432222004,9300.2,0.1346852755854714,0.1215808138047015,1491.0999999999995,0.2129477772982304,14.68,26.44,101.42133514404296,102.45945739746094,149.92352905273438,105.12934509277343,101.80124206542969,14.6,12.76,31.84,22.68,82.84,85.75999999999998,413.12,754.56,1278.32,2100.04,3368.48,2390.72,4982578,5070049,3686435,3988336,-611354,-344493,3039084,3235783,47602666,47754253,1287000,1339000,2545826,2628583,-2290303,-2194245,2290303,2194245,-2454670,-2288316,1452827,1567814,1698042,1822780,902000,973000,29845758,30547408,15934876,15612210,18729834,19566357,49266495,48669850,30917402,31174222,16507034,15932563,33739503,32725102,21173371,20961223,11304622,10712890,6848367,6723896,10.0,10.0,0.114583333954215,0.0997911300510168,95.99999999999909,1.2,3936.299999999987,1.4474361347313152,4821.700000000004,0.0675778252483563,7716.900000000002,0.059698287432222004,9300.2,0.1346852755854714,0.1215808138047015,1491.0999999999995,0.2129477772982304,ntagfu0035,134.4207,-14.04786,20120710,35042.85714285717,17171.00000000001,3153.857142857145,POINT (134.4207 -14.04786)
NTAGFU0036.2012,51782.31292517006,18.0,31.0,102.69024658203124,104.2146453857422,161.13714599609375,110.00716400146484,102.00020599365234,9.0,2.0,23.0,25.0,69.0,69.0,365.0,665.0,972.0,1963.0,2649.0,1798.0,5237695,4932821,4998965,4138502,345616,263852,3845566,3331049,45507342,43445478,1245000,1285000,2531517,2534517,-1743253,-1916718,1743253,1916718,-1660143,-1603712,1685600,1579087,1981355,1841374,1006000,972000,31964321,29464917,14212899,14736665,22489655,19994291,44687316,40713444,31441379,27627312,13980374,13817600,29823564,27953895,20983448,18968943,9330267,9487179,6673832,6866011,4.9,5.0,0.0833333358168602,0.0766703709959983,18.299999999999727,1.2000000000000002,3888.7999999999824,1.4748288124136766,4866.700000000002,0.0718844391476769,7872.200000000003,0.0588653743553264,8649.0,0.1290289546272896,0.1288584865327062,1292.2000000000005,0.2554130629287205,28.6,46.52,103.02679138183596,105.31196807861328,168.1453662109375,110.8328921508789,103.04413208007813,12.0,6.76,29.0,32.760000000000005,80.76,78.67999999999998,407.6,740.76,1095.56,2043.36,2932.88,2142.04,5237695,4932821,4998965,4138502,345616,263852,3845566,3331049,45507342,43445478,1245000,1285000,2531517,2534517,-1743253,-1916718,1743253,1916718,-1660143,-1603712,1685600,1579087,1981355,1841374,1006000,972000,31964321,29464917,14212899,14736665,22489655,19994291,44687316,40713444,31441379,27627312,13980374,13817600,29823564,27953895,20983448,18968943,9330267,9487179,6673832,6866011,4.9,5.0,0.0833333358168602,0.0766703709959983,18.299999999999727,1.2000000000000002,3888.7999999999824,1.4748288124136766,4866.700000000002,0.0718844391476769,7872.200000000003,0.0588653743553264,8649.0,0.1290289546272896,0.1288584865327062,1292.2000000000005,0.2554130629287205,ntagfu0036,133.863,-14.67457,20120711,51782.31292517006,25373.33333333333,4660.408163265305,POINT (133.863 -14.67457)
NTAGFU0037.2012,42787.755102040814,11.0,29.0,102.79730987548828,105.27728271484376,162.8222198486328,111.06029510498048,102.33412551879884,12.0,3.0,22.0,19.0,63.0,73.0,398.0,739.0,1056.0,1989.0,2572.0,1790.0,5224124,4596182,4720915,3779544,927172,557621,3684982,3100494,46890936,38424430,1282000,1252000,2579823,2431383,-1906077,-1744251,1906077,1744251,-1433158,-1228767,1667094,1509666,1952135,1756689,1006000,941000,31848135,26999095,14690400,14229028,21679557,18974658,42499527,34559445,28930137,24287986,13344432,12800224,26447642,24149065,18003351,16971689,8304299,8944398,6223044,6987689,19.0,24.0,0.0416666679084301,0.0399662256240844,18.299999999999727,1.2000000000000002,3888.7999999999824,1.4748288124136766,4866.700000000002,0.0718844391476769,7872.200000000003,0.0588653743553264,8649.0,0.1290289546272896,0.1288584865327062,1292.2000000000005,0.2554130629287205,28.44,44.04,103.4792642211914,106.33160064697263,165.76727783203125,112.87556396484376,103.02375595092774,15.76,10.0,28.76,32.6,68.92,80.0,433.48,773.3199999999997,1086.68,2081.28,2694.76,1877.4,5224124,4596182,4720915,3779544,927172,557621,3684982,3100494,46890936,38424430,1282000,1252000,2579823,2431383,-1906077,-1744251,1906077,1744251,-1433158,-1228767,1667094,1509666,1952135,1756689,1006000,941000,31848135,26999095,14690400,14229028,21679557,18974658,42499527,34559445,28930137,24287986,13344432,12800224,26447642,24149065,18003351,16971689,8304299,8944398,6223044,6987689,19.0,24.0,0.0416666679084301,0.0399662256240844,18.299999999999727,1.2000000000000002,3888.7999999999824,1.4748288124136766,4866.700000000002,0.0718844391476769,7872.200000000003,0.0588653743553264,8649.0,0.1290289546272896,0.1288584865327062,1292.2000000000005,0.2554130629287205,ntagfu0037,133.8924,-14.67367,20120712,42787.755102040814,20966.0,3850.8979591836733,POINT (133.8924 -14.67367)
NTAGFU0038.2012,84797.27891156485,11.0,20.0,102.79043579101562,104.65658569335938,163.41256713867188,110.79358673095705,102.37308502197266,4.0,2.0,31.0,19.0,62.0,77.0,290.0,525.0,731.0,1726.0,2244.0,1384.0,5185007,5390040,4651755,5465383,550918,1096282,3644214,4103393,46329696,46597619,1079000,1223000,2285694,2523731,-1899757,-1652035,1899757,1652035,-1884951,-1261261,1440311,1727184,1730454,2038523,844000,1016000,31543237,33399193,14694013,13970682,21466727,23906630,46192905,43035904,31436547,30804440,14644313,12885313,28248337,26787763,19224385,19174270,8955434,8020482,6115298,6224515,4.75,5.0,0.0833333358168602,0.0766703709959983,19.7999999999995,1.2000000000000002,3887.8999999999824,1.4741816523386366,4870.7,0.0717639111651158,7879.999999999997,0.0589194533590717,8643.449999999999,0.1298478172623427,0.1290329879797614,1297.1999999999996,0.2585211713699091,16.759999999999998,28.68,103.06590576171871,105.77591552734377,169.85767700195314,113.03022369384766,102.93822875976565,5.92,3.92,33.0,23.84,66.75999999999999,80.84,322.08,554.1999999999998,784.9599999999997,1845.88,2407.04,1533.56,5185007,5390040,4651755,5465383,550918,1096282,3644214,4103393,46329696,46597619,1079000,1223000,2285694,2523731,-1899757,-1652035,1899757,1652035,-1884951,-1261261,1440311,1727184,1730454,2038523,844000,1016000,31543237,33399193,14694013,13970682,21466727,23906630,46192905,43035904,31436547,30804440,14644313,12885313,28248337,26787763,19224385,19174270,8955434,8020482,6115298,6224515,4.75,5.0,0.0833333358168602,0.0766703709959983,19.7999999999995,1.2000000000000002,3887.8999999999824,1.4741816523386366,4870.7,0.0717639111651158,7879.999999999997,0.0589194533590717,8643.449999999999,0.1298478172623427,0.1290329879797614,1297.1999999999996,0.2585211713699091,ntagfu0038,133.8937,-14.689979999999998,20120712,84797.27891156485,41550.666666666766,7631.755102040836,POINT (133.8937 -14.68998)
NTAGFU0040.2012,30154.591836734693,51.0,74.0,104.0459442138672,107.78508758544922,154.36685180664062,115.25054550170898,104.28028869628906,0.5,2.0,44.5,49.0,54.0,47.0,337.0,611.0,847.0,2350.5,2545.0,1410.0,6287770,5855795,7744909,6608731,2981651,2549333,5179350,4678727,61137251,53066534,1748000,1738000,3370180,3271837,-1643725,-1621253,1643725,1621253,68935,-332786,2587923,2447227,2903044,2741896,1545000,1500000,43812874,38216750,13913120,13857394,31490330,27578598,43209638,40845623,31056756,29475688,9862315,10687885,23696799,22681640,17031981,16367897,5408638,5935000,5484147,5553016,4.75,5.0,0.0833333358168602,0.0766703709959983,15.299999999999724,1.2000000000000002,3908.199999999983,1.4637867633620218,4842.500000000002,0.0725658234383067,7837.500000000004,0.0592353611300979,8675.999999999998,0.1283343212803792,0.1291166380789021,1293.7,0.2563397129186601,57.0,79.0,104.81259040832519,108.43178726196287,160.22314315795902,116.90725822448731,105.26435119628906,2.0,4.800000000000002,49.89,54.90000000000001,67.45,50.90000000000001,394.35,671.67,978.12,2424.93,2761.6,1608.24,6287770,5855795,7744909,6608731,2981651,2549333,5179350,4678727,61137251,53066534,1748000,1738000,3370180,3271837,-1643725,-1621253,1643725,1621253,68935,-332786,2587923,2447227,2903044,2741896,1545000,1500000,43812874,38216750,13913120,13857394,31490330,27578598,43209638,40845623,31056756,29475688,9862315,10687885,23696799,22681640,17031981,16367897,5408638,5935000,5484147,5553016,4.75,5.0,0.0833333358168602,0.0766703709959983,15.299999999999724,1.2000000000000002,3908.199999999983,1.4637867633620218,4842.500000000002,0.0725658234383067,7837.500000000004,0.0592353611300979,8675.999999999998,0.1283343212803792,0.1291166380789021,1293.7,0.2563397129186601,ntagfu0040,133.8448,-14.67371,20120715,30154.591836734693,14775.75,2713.9132653061224,POINT (133.8448 -14.67371)
NTAGFU0041.2016,44022.376093294435,22.0,37.0,102.88530349731444,105.42601013183594,155.99932098388672,110.18341827392578,103.2304573059082,14.5,21.5,47.0,28.0,38.0,48.0,295.0,594.0,798.0,2245.0,2207.0,1411.0,5292181,5842497,4029328,6696602,-210748,2309813,3261956,4719842,53607511,52086600,1286000,1647000,2596231,3159611,-2453826,-1550108,2453826,1550108,-1344048,129281,1495896,2367171,1757242,2673637,914000,1432000,32465434,38118601,16486683,13673208,19691914,27878315,42533838,37140216,25798905,27162767,13101269,9743331,33862611,23809727,20539371,17413417,10430358,6246223,7961334,6410767,2.333818120956421,2.686285696029663,0.3633333325386047,0.2472549474239349,105.19999999999708,1.2159695817490679,1098.6999999999823,0.9195022689152198,5124.2,0.0432145505639905,7521.099999999998,0.0626580078521948,9544.4,0.1824016476378071,0.1240189365781133,1286.4999999999998,0.3428571428571427,29.67,48.56,103.73779808044434,107.50512741088869,162.73241287231448,113.5590705871582,104.42196311950684,17.78,29.45000000000001,50.78,33.78,40.0,53.0,331.01,629.23,912.38,2298.24,2338.57,1516.24,5292181,5842497,4029328,6696602,-210748,2309813,3261956,4719842,53607511,52086600,1286000,1647000,2596231,3159611,-2453826,-1550108,2453826,1550108,-1344048,129281,1495896,2367171,1757242,2673637,914000,1432000,32465434,38118601,16486683,13673208,19691914,27878315,42533838,37140216,25798905,27162767,13101269,9743331,33862611,23809727,20539371,17413417,10430358,6246223,7961334,6410767,2.333818120956421,2.686285696029663,0.3633333325386047,0.2472549474239349,105.19999999999708,1.2159695817490679,1098.6999999999823,0.9195022689152198,5124.2,0.0432145505639905,7521.099999999998,0.0626580078521948,9544.4,0.1824016476378071,0.1240189365781133,1286.4999999999998,0.3428571428571427,ntagfu0041,132.8915,-14.77999,20160502,44022.37609329444,21570.964285714275,3962.0138483964997,POINT (132.8915 -14.77999)
NTAMGD0002.2014,0.0,0.0,1.0,100.92156982421876,101.67571258544922,128.33120727539062,103.48320770263672,100.94259643554688,58.0,63.0,2.0,1.0,37.0,34.0,834.0,1440.0,2230.0,2990.0,3925.0,3242.0,3437776,3510112,1407375,1568835,-433553,-382339,1309192,1447068,32224131,32379068,1558000,1562000,2451742,2479365,-2228900,-2173442,2228900,2173442,-1458626,-1376936,930084,1013430,1018296,1111978,705000,760000,20475799,20808982,15734987,15547524,13012912,13384113,27461906,27453091,17452767,17657533,13411885,13192905,22327457,22460012,14189690,14446038,10904315,10793422,8130338,8181232,24.0,24.0,0.0,0.0,0.2999999999997271,1.6,268.09999999999167,1.0284712783461007,4397.4,0.1042616091326693,7868.299999999997,0.0553984506202936,5876.2,0.3058286445532286,0.2266500454836428,370.8000000000004,0.3319148936170211,0.0,1.0,101.06023681640623,101.82305389404293,132.83898071289062,103.92531555175779,101.14016204833985,63.92,66.84,2.92,1.92,42.0,40.92,846.92,1498.84,2360.76,3137.72,4151.52,3505.2,3437776,3510112,1407375,1568835,-433553,-382339,1309192,1447068,32224131,32379068,1558000,1562000,2451742,2479365,-2228900,-2173442,2228900,2173442,-1458626,-1376936,930084,1013430,1018296,1111978,705000,760000,20475799,20808982,15734987,15547524,13012912,13384113,27461906,27453091,17452767,17657533,13411885,13192905,22327457,22460012,14189690,14446038,10904315,10793422,8130338,8181232,24.0,24.0,0.0,0.0,0.2999999999997271,1.6,268.09999999999167,1.0284712783461007,4397.4,0.1042616091326693,7868.299999999997,0.0553984506202936,5876.2,0.3058286445532286,0.2266500454836428,370.8000000000004,0.3319148936170211,ntamgd0002,137.3258,-20.02464,20140312,0.0,0.0,0.0,POINT (137.3258 -20.02464)
NTASTU0001.2016,18024.25655976676,23.0,39.0,102.70740509033205,105.44557189941406,147.7957763671875,109.884521484375,103.70608520507812,8.0,11.0,29.0,29.0,57.0,59.0,473.0,813.0,1142.0,2329.0,2968.0,2005.0,4786613,4914503,4297352,4546144,898393,795324,3430006,3581315,39353774,40649479,1559000,1552000,2832142,2853641,-1623088,-1617954,1623088,1617954,-1176255,-1220876,1905413,1946116,2148847,2200047,1230000,1242000,28350987,29333057,13873414,13861907,20435479,21160910,35906892,37495503,25881798,27049311,12665129,12782678,23678567,25010378,17067584,18042523,8351937,8526346,6594435,6670234,7.166666746139526,11.0,0.083333333954215,0.0751391686499118,0.0,1.0,884.9999999999852,0.8820661824051693,5120.499999999999,0.0506591153207693,7649.499999999996,0.0654571260493216,9030.5,0.2218734922128976,0.124500876405455,1150.3999999999992,0.3610517666392768,40.8,61.56,102.9519696044922,106.29731994628906,157.01094299316406,111.8779879760742,104.36965270996096,17.0,17.0,41.84,41.2,63.0,63.0,550.9599999999998,910.64,1283.08,2457.4,3236.84,2298.52,4786613,4914503,4297352,4546144,898393,795324,3430006,3581315,39353774,40649479,1559000,1552000,2832142,2853641,-1623088,-1617954,1623088,1617954,-1176255,-1220876,1905413,1946116,2148847,2200047,1230000,1242000,28350987,29333057,13873414,13861907,20435479,21160910,35906892,37495503,25881798,27049311,12665129,12782678,23678567,25010378,17067584,18042523,8351937,8526346,6594435,6670234,7.166666746139526,11.0,0.083333333954215,0.0751391686499118,0.0,1.0,884.9999999999852,0.8820661824051693,5120.499999999999,0.0506591153207693,7649.499999999996,0.0654571260493216,9030.5,0.2218734922128976,0.124500876405455,1150.3999999999992,0.3610517666392768,ntastu0001,133.4119,-15.87686,20160430,18024.25655976676,8831.885714285709,1622.1830903790083,POINT (133.4119 -15.87686)
NTTDAB0001.2014,26587.67346938776,36.0,56.0,105.15827178955078,111.70278930664062,145.7124481201172,119.72633361816406,108.5759506225586,5.0,4.0,45.0,44.0,49.0,51.0,335.0,597.0,738.0,2366.0,1815.0,931.0,5945406,5989123,7728634,7720573,4497579,4372136,5172632,5169300,49206888,50607527,1786000,1762000,3347076,3327877,-1115974,-1187453,1115974,1187453,1342647,1294118,2701811,2662447,3002942,2968152,1633000,1603000,39296519,39806318,12502278,12677698,31431487,31398695,29992710,30682587,23989796,24202017,7632409,7707969,14920722,15590448,11934402,12297538,3796958,3916576,4974783,5081204,1.5576923191547394,2.071022719144821,0.40625,0.2691164538264274,0.2999999999997271,1.2,1162.699999999979,0.7155834440220518,5040.199999999997,0.0561565017261218,7498.600000000002,0.0608038812759468,10444.100000000002,0.1965991392883384,0.1632987636429508,1362.0999999999985,0.5524839472794862,39.92,61.84,105.36665557861328,112.38229675292969,151.39332031249995,120.49680480957028,109.29455749511715,6.0,5.92,50.76,47.84,50.92,52.92,350.76,623.76,806.96,2453.4,1906.08,974.92,5945406,5989123,7728634,7720573,4497579,4372136,5172632,5169300,49206888,50607527,1786000,1762000,3347076,3327877,-1115974,-1187453,1115974,1187453,1342647,1294118,2701811,2662447,3002942,2968152,1633000,1603000,39296519,39806318,12502278,12677698,31431487,31398695,29992710,30682587,23989796,24202017,7632409,7707969,14920722,15590448,11934402,12297538,3796958,3916576,4974783,5081204,1.5576923191547394,2.071022719144821,0.40625,0.2691164538264274,0.2999999999997271,1.2,1162.699999999979,0.7155834440220518,5040.199999999997,0.0561565017261218,7498.600000000002,0.0608038812759468,10444.100000000002,0.1965991392883384,0.1632987636429508,1362.0999999999985,0.5524839472794862,nttdab0001,131.674,-13.962879999999998,20140317,26587.67346938776,13027.960000000005,2392.8906122448984,POINT (131.674 -13.96288)
NTTDAC0001.2014,36036.66666666666,47.0,70.0,105.37862396240234,109.051025390625,163.1377410888672,118.5846176147461,104.7688446044922,1.0,6.0,50.0,44.0,47.0,48.0,262.0,429.0,531.0,1885.0,1830.0,887.0,5869400,6313725,7085065,8955448,3148789,3424166,4896650,5645633,50566339,54508325,1546000,1449000,3037726,2979438,-1365079,-1038136,1365079,1038136,421341,83490,2316312,2377071,2640277,2741106,1374000,1351000,38376173,44254202,13147695,12326681,29188518,35901150,35279478,43524160,26833204,35308905,9193068,9835034,19997960,21688550,15210240,17594802,5211036,4900902,5668440,4983106,1.7163461446762085,2.4270833134651184,0.3854166641831398,0.2619710192084312,18.999999999999545,1.6,2194.3999999999755,0.6352033716353309,4881.600000000001,0.0347672894133072,7012.100000000002,0.0573112663772968,12177.499999999995,0.1622025226009269,0.2065711816727646,1497.499999999999,0.467137326349351,49.92,72.84,105.81694152832031,110.27545379638671,171.6889990234375,119.5817788696289,106.05857940673827,7.6,7.92,52.84,47.0,50.76,54.84,276.76,457.28000000000014,579.4,1947.2,1982.12,1014.12,5869400,6313725,7085065,8955448,3148789,3424166,4896650,5645633,50566339,54508325,1546000,1449000,3037726,2979438,-1365079,-1038136,1365079,1038136,421341,83490,2316312,2377071,2640277,2741106,1374000,1351000,38376173,44254202,13147695,12326681,29188518,35901150,35279478,43524160,26833204,35308905,9193068,9835034,19997960,21688550,15210240,17594802,5211036,4900902,5668440,4983106,1.7163461446762085,2.4270833134651184,0.3854166641831398,0.2619710192084312,18.999999999999545,1.6,2194.3999999999755,0.6352033716353309,4881.600000000001,0.0347672894133072,7012.100000000002,0.0573112663772968,12177.499999999995,0.1622025226009269,0.2065711816727646,1497.499999999999,0.467137326349351,nttdac0001,130.7957,-13.139829999999998,20140318,36036.66666666666,17657.96666666666,3243.299999999999,POINT (130.7957 -13.13983)
SITE02.2023,77185.71428571429,33.0,53.0,104.51100158691406,108.9996109008789,154.00861358642578,116.61976623535156,104.96257019042969,2.0,1.0,54.5,47.5,41.0,49.0,252.0,460.0,514.5,1893.0,1845.5,837.0,6346414,6218991,9113414,9206030,3197378,3829322,5701906,5734440,54793599,49883500,1407000,1454000,2924345,2972200,-1009989,-753138,1009989,753138,-205405,256965,2330556,2433398,2701149,2797571,1316000,1382000,44706124,42871138,12244143,11640919,36512252,36827966,46582409,40715901,38044646,34976533,10419693,9497275,23051788,19135268,18826788,16437935,5156293,4463438,4948604,4699704,1.9739999961853028,1.9739999961853028,0.5150000107288359,0.307346875667572,0.0,1.0,1768.1999999999762,0.7019567922180805,5131.2999999999965,0.0270418802252839,7282.800000000002,0.0446531553797989,12340.299999999996,0.1453773409074333,0.0787457047640426,1651.7000000000005,0.2860430428297463,45.49999999999999,68.19999999999999,105.17734603881836,110.57324867248535,166.64099807739257,118.56887588500976,107.19973831176758,4.85,2.890000000000001,59.85,51.89,44.85,59.67,346.79,498.45000000000016,592.48,2095.82,2003.96,1032.97,6346414,6218991,9113414,9206030,3197378,3829322,5701906,5734440,54793599,49883500,1407000,1454000,2924345,2972200,-1009989,-753138,1009989,753138,-205405,256965,2330556,2433398,2701149,2797571,1316000,1382000,44706124,42871138,12244143,11640919,36512252,36827966,46582409,40715901,38044646,34976533,10419693,9497275,23051788,19135268,18826788,16437935,5156293,4463438,4948604,4699704,1.9739999961853028,1.9739999961853028,0.5150000107288359,0.307346875667572,0.0,1.0,1768.1999999999762,0.7019567922180805,5131.2999999999965,0.0270418802252839,7282.800000000002,0.0446531553797989,12340.299999999996,0.1453773409074333,0.0787457047640426,1651.7000000000005,0.2860430428297463,site02,130.98466937849187,-12.525174956853904,20230907,77185.71428571429,37821.0,6946.714285714286,POINT (130.9846693784919 -12.5251749568539)
SITE03.2023,55030.10204081634,39.0,60.0,104.6112060546875,109.29364776611328,148.948974609375,116.94270324707031,106.01229095458984,10.0,11.0,38.5,37.0,49.5,50.0,353.0,566.5,777.5,1977.0,2015.0,1275.0,5611285,5511655,5899430,5874184,2232115,2219110,4330935,4318016,50054082,47398117,1432000,1395000,2844280,2778515,-1691395,-1566444,1691395,1566444,-184775,-85859,2011231,1982702,2321337,2293981,1204000,1184000,35560845,34558522,14076168,13716632,25263158,25194611,36914609,35151071,26224900,25626604,10380689,10171463,22597441,22015254,16053688,16050043,6354585,6370427,6121544,6263039,1.1621052503585816,1.2366013050079343,0.7833333492279053,0.3578113675117492,0.099999999999909,1.6,1813.5999999999758,0.6616201398953984,5200.4000000000015,0.0320513806630258,7382.199999999992,0.0518002763403864,12103.799999999996,0.1554623931563405,0.073350780615468,1643.4,0.2916906713937513,40.0,62.0,104.82142578125,110.19923614501957,152.614150390625,118.32829925537108,106.47290283203121,11.0,20.5,40.90000000000001,37.95,51.0,54.85,438.45000000000016,631.85,840.35,2020.45,2107.45,1357.15,5611285,5511655,5899430,5874184,2232115,2219110,4330935,4318016,50054082,47398117,1432000,1395000,2844280,2778515,-1691395,-1566444,1691395,1566444,-184775,-85859,2011231,1982702,2321337,2293981,1204000,1184000,35560845,34558522,14076168,13716632,25263158,25194611,36914609,35151071,26224900,25626604,10380689,10171463,22597441,22015254,16053688,16050043,6354585,6370427,6121544,6263039,1.1621052503585816,1.2366013050079343,0.7833333492279053,0.3578113675117492,0.099999999999909,1.6,1813.5999999999758,0.6616201398953984,5200.4000000000015,0.0320513806630258,7382.199999999992,0.0518002763403864,12103.799999999996,0.1554623931563405,0.073350780615468,1643.4,0.2916906713937513,site03,131.03762873787366,-12.637617251653689,20230907,55030.10204081634,26964.750000000004,4952.70918367347,POINT (131.0376287378737 -12.63761725165369)
